MSZoning,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice_Log,GrLivArea_Log,LotArea_Log,MSZ_num,NbHd_num,ExtQ_num,BsQ_num,KiQ_num
RL,8,2005,2006,238.0,1814,1826,2,7,1,2005.0,3,758,12.672946381766982,7.509883061154913,9.33273498018979,3,3,3,2,3
RM,6,1910,1993,0.0,684,684,1,7,0,1930.0,1,216,11.648365035864053,7.221105098182496,8.1886891244442,2,1,2,1,2
RL,7,2006,2007,72.0,1258,1402,0,7,1,2006.0,3,648,12.17664898415669,7.2456550675945355,8.274357006756292,3,2,3,3,3
RL,5,1977,1977,459.0,1430,1647,2,7,1,1977.0,2,621,12.289954129510877,7.4067107301776405,9.471473109194427,3,2,2,2,3
RM,6,1980,1980,0.0,716,716,2,6,1,1980.0,2,452,11.925035115797062,7.349873704738337,7.575584651557793,2,1,2,2,2
RL,8,2005,2005,280.0,1058,1058,2,8,1,2003.0,2,736,12.524526376648708,7.55171221535131,9.298992069570746,3,3,3,2,4
RM,6,1937,1950,0.0,780,780,1,6,1,1979.0,1,544,11.856515169360305,7.226209010100671,9.104979856318357,2,1,2,1,3
RL,8,1992,1992,0.0,908,927,2,8,1,1992.0,2,506,12.301382825334498,7.557472901614746,9.214431989879436,3,1,3,2,3
FV,7,2004,2005,0.0,600,600,2,4,0,2004.0,2,480,11.925035115797062,7.090076835776092,8.065265208897733,3,2,3,2,3
RL,7,2002,2002,99.0,1494,1494,2,6,1,2002.0,2,530,12.30591798049989,7.309212365692763,9.45743479744618,3,2,3,2,3
RL,7,1965,1990,176.0,768,1186,2,7,3,1965.0,2,486,12.230765258120545,7.593877844605118,9.517825071724143,3,1,2,1,2
RL,5,1996,1996,0.0,1040,1040,1,6,0,2000.0,2,576,11.931635799828413,6.946975992135418,9.430599768110529,3,2,2,2,3
RL,5,1948,2002,0.0,896,1112,3,8,0,1948.0,1,230,12.323855681186558,7.60489448081162,8.961879012677683,3,1,2,1,4
RL,8,1934,1998,0.0,965,1940,2,10,2,1934.0,2,380,12.791356180214175,8.069029328774958,9.406564833939129,3,2,2,2,2
RL,4,1961,1961,192.0,1029,1029,1,5,0,1961.0,1,261,11.682668239557323,6.9363427358340495,8.980046316633132,3,1,2,1,2
RL,9,2000,2000,204.0,1440,1476,2,8,2,2000.0,3,736,12.65395846952229,7.674617497364363,9.3101857069459,3,2,3,3,4
RL,6,1978,1978,233.0,1032,1032,2,6,1,1978.0,2,564,11.904967552746252,6.939253946041508,9.249080200292113,3,2,2,2,2
RL,8,2001,2001,108.0,1299,1299,2,7,1,2001.0,2,531,12.474189562487116,7.534762657037537,9.383032379794294,3,2,3,2,4
RL,5,2007,2007,0.0,1120,1120,1,6,0,1978.5061638868744,0,0,11.898187865760873,7.02108396428914,9.036225051729327,3,1,2,2,2
RM,4,1972,1972,0.0,630,630,1,3,0,1978.5061638868744,0,0,11.231887935237117,6.4457198193855785,7.307202314764738,2,1,2,2,2
RL,6,1963,1963,156.0,936,1054,1,6,0,1963.0,2,480,11.831379196088763,6.960347729101308,9.082507000466299,3,1,2,1,3
RL,6,2002,2003,0.0,783,807,2,7,1,2002.0,2,393,12.118333731222167,7.319202458767849,8.969669103793757,3,2,3,2,3
RL,6,1954,1954,0.0,832,832,1,4,0,1962.0,2,528,11.566466231898259,6.723832440821209,8.885579291282982,3,1,2,1,3
RL,9,2007,2007,452.0,1822,1828,2,9,1,2007.0,3,774,12.659734090733718,7.510977752014095,9.366831168735615,3,3,4,3,3
RL,8,2003,2003,226.0,1482,1482,2,10,2,2003.0,3,749,12.628067055589549,7.724004656676065,9.412791300065303,3,2,3,2,3
RL,3,1914,1950,0.0,864,864,1,5,0,1978.5061638868744,0,0,11.112447898373103,6.761572768804055,9.017726025696795,3,1,2,1,2
RL,6,1974,1997,0.0,1522,1548,2,9,1,1974.0,2,624,12.388394202324129,7.868636894184167,9.287301413112312,3,2,2,1,2
RL,5,1977,1977,153.0,980,980,1,6,0,1986.0,2,484,11.813030057420567,6.887552571664617,8.862766742283796,3,1,2,1,2
FV,6,2000,2000,513.0,756,756,2,4,1,2000.0,2,440,12.034691028774553,7.321188556739478,7.6577552711348655,3,2,3,2,3
RL,6,1972,1972,288.0,732,1012,1,8,1,1972.0,2,484,12.014609430818936,7.489970898834801,9.249561085129464,3,2,2,1,2
RL,6,1962,1962,261.0,1116,1116,1,5,0,1962.0,2,440,11.982929094215963,7.017506142941256,9.210340371976184,3,1,2,1,2
RL,5,1960,1978,0.0,978,1422,1,6,1,1960.0,1,286,11.848683160653573,7.259819610363186,9.420763358881013,3,1,2,1,2
RL,6,1955,1972,164.0,1156,1520,1,7,2,1955.0,1,364,11.938193200374572,7.326465613840322,9.169518377455928,3,1,2,1,2
RL,5,1969,1969,192.0,1040,1040,1,9,2,1969.0,2,504,11.813030057420567,7.640123172695364,9.359277484750553,3,1,2,2,1
RL,6,1964,1964,259.0,1248,1350,1,6,0,1964.0,2,520,12.034691028774553,7.2078598714324755,9.10719961305667,3,1,2,1,2
RM,5,1880,1991,0.0,636,1089,1,8,0,1937.0,1,240,11.728036844587175,7.4673710669175595,9.104979856318357,2,1,2,1,4
RL,8,2006,2006,108.0,1554,1554,2,6,1,2006.0,2,627,12.25247901834433,7.348587530927593,8.431635303054591,3,3,3,2,3
RL,7,1977,1977,209.0,1386,1411,2,6,1,1977.0,2,544,11.320553572322773,7.252053951852814,9.38429367909962,3,2,2,1,2
RL,5,1954,2005,0.0,1056,1056,1,6,0,1954.0,1,260,11.845102777308561,6.962243464266207,9.132378830506472,3,1,2,1,2
RL,6,1980,1980,0.0,1056,1056,0,4,0,1980.0,2,576,11.877568578558138,6.962243464266207,8.850660919017152,3,1,2,1,2
RH,6,1914,1995,0.0,1440,1440,2,14,0,1978.5061638868744,0,0,12.206072645530174,8.130059039992796,9.296151028389293,2,1,1,1,1
RM,2,1936,1950,0.0,264,800,1,4,1,1978.5061638868744,0,0,11.002099841204238,6.684611727667927,8.719317375506371,2,1,1,1,1
RM,5,1954,1954,0.0,811,811,2,7,0,1954.0,1,256,11.440354772135393,7.234898420314831,8.699514748210191,2,1,2,1,3
RL,5,1910,1950,0.0,796,796,1,4,0,1978.5061638868744,0,0,11.350406535472453,6.679599185844383,9.079889942592118,3,1,2,1,2
RL,8,2006,2006,0.0,1520,1567,2,7,1,2006.0,3,648,12.485827127509431,7.356918242356021,8.289539484624141,3,2,3,2,4
RL,8,2003,2004,472.0,1518,1518,1,6,1,2003.0,2,588,12.520883385370206,7.325148957955575,9.447544606938727,3,3,4,3,4
FV,7,2001,2001,0.0,1057,1057,2,7,1,2001.0,2,650,12.328290278254423,7.564757012905729,8.860782895806315,3,2,3,2,3
RL,8,1972,1995,0.0,1952,2000,2,9,3,1972.0,2,538,12.751299696013497,7.902487437162855,9.536762272743895,3,1,3,2,4
RL,5,1969,1969,263.0,780,780,2,7,0,1969.0,2,462,11.931635799828413,7.3901814282264295,9.286653054825347,3,2,2,1,2
FV,9,2009,2009,162.0,1766,1766,2,7,1,2009.0,3,478,12.823628446539173,7.476472381163905,9.125544720271467,3,2,4,3,4
RL,6,1971,1971,0.0,981,981,1,5,0,1979.0,2,576,11.872346634576987,6.8885724595653635,9.261983605128021,3,1,2,1,2
RL,5,1950,1950,0.0,0,1048,1,7,0,1950.0,2,420,11.495779306135258,6.954638864880987,8.881836305004146,3,1,2,1,2
RL,6,1953,1953,216.0,1094,1094,1,5,2,1953.0,2,495,11.951180395901384,6.9975959829819265,9.254548626640503,3,1,2,1,2
RL,6,1966,1966,351.0,756,1051,1,7,1,1966.0,2,442,11.951180395901384,7.516977224604321,8.948975607841776,3,1,2,1,2
RM,4,1970,1970,0.0,630,630,1,3,0,1978.5061638868744,0,0,11.344506813345266,6.4457198193855785,7.568379267836522,2,1,2,2,2
FV,7,2007,2007,103.68526170798899,813,822,2,7,0,2007.0,2,562,12.235388699864227,7.417580402414544,9.002701007197938,3,2,3,2,3
RL,4,1940,1950,0.0,755,755,1,7,1,1940.0,1,296,11.589886506106357,7.31986492980897,9.114269903225448,3,1,2,1,2
RL,7,1996,1996,0.0,880,909,2,7,1,1996.0,2,512,12.160028707028767,7.447751280047908,9.07680897935166,3,2,3,2,3
RM,6,1906,1995,0.0,756,756,1,7,0,1906.0,1,216,11.813030057420567,7.292337176173877,9.241839039035554,2,1,2,1,2
RL,8,1995,1995,660.0,2109,2113,2,7,1,1995.0,3,839,12.765688433465597,7.655864017616056,9.253112463820052,3,3,3,2,3
RM,6,1971,1971,381.0,525,525,1,6,0,1971.0,1,264,11.385092093460344,6.9957661563048505,7.426549072397305,2,1,2,1,2
RL,5,1959,2006,54.0,1053,1053,1,5,0,1959.0,1,312,11.887931365593685,6.959398512133975,9.211040127090456,3,1,3,1,3
RL,7,1931,2000,0.0,776,851,1,6,1,1931.0,1,270,11.911701584927597,7.31455283232408,8.881836305004146,3,2,2,2,2
RL,6,1948,1950,0.0,912,912,1,6,1,1948.0,1,330,11.487607656985938,7.284820912568604,9.770127573790836,3,1,2,1,2
RL,5,1964,1999,0.0,1486,1486,1,7,0,1968.0,2,480,12.025749091398891,7.303843225277705,9.204020443231363,3,1,2,1,2
RL,7,1976,1976,233.0,793,1142,2,7,1,1976.0,2,550,12.195517131590657,7.5678626054638825,9.424160595829509,3,2,2,2,2
RL,8,1994,2005,528.0,1629,1686,2,8,1,1994.0,3,711,12.904207367601158,7.803026643632217,10.74911974074705,3,3,3,2,3
RL,6,1968,1968,216.0,1392,1392,1,5,2,1968.0,2,576,11.608235644774552,7.238496840894365,9.514879561494386,3,1,2,1,2
RL,4,1972,1972,0.0,1138,1181,2,6,0,1974.0,2,588,11.831379196088763,7.074116816197362,9.211539652551664,3,1,2,2,2
RL,8,2005,2006,0.0,2077,2097,1,8,1,2005.0,3,1134,12.955127458028414,7.64826303090192,9.947313032076158,3,2,3,3,4
RL,8,2000,2000,40.0,1406,1454,2,7,1,2000.0,2,504,12.348006141418841,7.568379267836522,9.323133199451306,3,2,3,2,3
RL,6,1965,1979,113.0,1021,1465,2,7,1,1965.0,2,596,11.76756768334381,7.77485576666552,9.822819649468673,3,1,2,2,2
RL,6,1994,1998,258.0,1408,1679,2,7,1,1994.0,2,575,12.173032791451973,7.425953657077541,9.002701007197938,3,1,2,2,3
RL,5,1956,1987,0.0,1188,1437,1,6,1,1999.0,2,576,12.031719258385396,7.270312886079025,9.559235128595953,3,1,2,1,2
RL,4,1922,1950,0.0,700,1180,1,5,1,1922.0,1,252,11.831379196088763,7.07326971745971,9.358760377094455,3,2,2,1,1
RL,6,2005,2005,0.0,738,738,2,7,0,2005.0,2,540,12.063932878369052,7.297091005160418,9.063347348235522,3,2,3,2,3
RH,6,1925,1950,0.0,672,697,2,6,0,1930.0,1,300,11.54829260880752,7.221835825288449,8.79920924224139,2,1,2,1,2
RL,6,1977,1977,0.0,1208,1208,1,6,1,1977.0,2,546,12.013700752882718,7.0967213784947605,9.328123407632566,3,2,3,2,2
RL,6,1957,2004,106.0,1477,1839,2,7,2,1957.0,2,416,12.458774999085929,7.516977224604321,9.577895907011127,3,2,2,1,3
RL,6,1965,1965,0.0,1136,1136,1,5,1,1965.0,1,384,11.84939770159144,7.035268599281097,9.126958763037132,3,1,2,1,2
RL,6,1978,1978,0.0,855,855,2,7,1,1978.0,2,440,11.908340237224891,7.273092595999522,7.735870319952567,3,1,2,1,2
RM,4,1900,1950,0.0,1095,1095,2,8,0,1920.0,3,779,11.37366339763672,7.480992162869525,9.169518377455928,2,1,2,1,2
RL,5,1924,2006,0.0,768,792,1,5,0,1924.0,1,240,11.603679828238693,6.674561391814426,9.107421317968342,3,1,3,1,3
RL,8,2008,2008,464.0,2046,2046,2,7,1,2008.0,3,834,12.827992316801751,7.6236419465115715,9.379576689221482,3,3,3,3,3
RL,5,1961,1961,57.0,988,988,1,5,0,1963.0,2,572,11.763684183317412,6.895682697747868,9.204825191288073,3,1,2,1,2
RL,6,1980,1980,0.0,923,923,2,5,1,1980.0,1,264,11.870599909242044,6.827629234502852,8.988695696785708,3,1,2,2,2
RH,5,1932,2000,0.0,793,848,1,6,0,1968.0,1,281,11.979385322467598,7.326465613840322,8.411832675758411,2,1,2,1,2
RL,6,1996,1997,0.0,1291,1291,1,6,1,1996.0,2,431,12.061046873479915,7.1631723908466425,7.967973179662935,3,2,2,2,3
RL,9,2002,2002,215.0,1626,1668,2,7,1,2002.0,3,702,12.560244459250788,7.419380582918692,9.327945614050446,3,2,3,2,3
RL,7,1998,1998,30.0,1195,1195,2,7,0,1998.0,2,486,12.30591798049989,7.516977224604321,9.727346854817254,3,3,3,2,2
RL,7,1984,1984,0.0,1190,1190,2,6,1,1984.0,2,577,12.24288661865289,7.644919344958857,8.529516941105069,3,3,3,2,3
FV,7,2007,2007,0.0,874,874,3,7,0,2007.0,2,578,12.336552511980964,7.473637108496206,9.230829038403499,3,2,3,2,3
FV,7,2004,2004,0.0,551,551,2,4,0,2004.0,2,480,11.910358401381128,7.004881989712859,8.537975730598767,3,2,3,2,3
RL,8,2007,2007,0.0,1419,1419,2,7,1,2007.0,2,567,12.8790171187726,7.257707677160043,8.998260393017953,3,3,3,2,3
RL,6,2005,2006,256.0,1362,1362,2,6,1,2005.0,2,460,12.17921519136029,7.216709486709457,8.932872621931374,3,3,3,2,3
RM,6,2004,2004,147.0,848,848,1,3,1,2004.0,2,420,11.856515169360305,6.742880635791903,8.395251520610994,2,2,3,2,3
RL,10,1994,1995,1170.0,2444,2444,3,10,2,1994.0,3,832,13.534473028231162,8.370084326378025,9.977434797488211,3,3,4,3,4
RL,7,1989,1990,293.0,1210,1238,2,9,2,1989.0,2,628,12.721885810807203,7.831617276352611,10.172674642351664,3,2,3,2,3
RL,5,1921,1968,0.0,1073,1073,1,4,0,1968.0,1,326,11.594321103174222,6.9782137426306985,8.594154232552366,3,1,2,1,2
RM,5,1936,1950,0.0,927,1067,1,5,0,1995.0,2,576,11.86005499606543,7.338888133838879,8.719317375506371,2,1,2,1,2
RL,6,1987,1987,72.0,1112,1137,2,5,1,1987.0,2,551,12.078239274020289,7.036148493750536,9.533220655077928,3,2,2,2,3
RM,5,1921,1950,0.0,616,616,1,4,0,1921.0,1,205,11.396391648714276,6.423246963533519,8.699514748210191,2,1,2,1,2
RL,5,1952,1952,0.0,980,1148,1,6,0,1952.0,1,308,11.72399643505017,7.045776576879511,8.767173396684006,3,1,2,3,2
RL,5,1965,2009,0.0,894,894,1,5,1,1973.0,1,336,11.83862560460953,6.795705775173514,9.041921720351219,3,1,2,1,2
FV,7,2004,2004,0.0,1391,1391,2,5,0,2004.0,2,530,12.185869938212655,7.237778191923443,8.362175469149628,3,2,3,2,3
RL,8,2002,2002,630.0,1800,1800,2,7,1,2002.0,3,765,12.652359748158593,7.495541943884256,9.570180302058072,3,2,3,3,3
RL,7,1969,1969,168.0,1164,1164,1,6,0,1969.0,2,528,11.84939770159144,7.059617628291383,9.169518377455928,3,2,2,1,2
RL,8,2006,2006,466.0,1234,1264,2,10,1,2006.0,3,666,12.799175708864519,7.853993087224244,9.428511581663834,3,3,4,3,4
RM,5,1900,1996,0.0,360,1032,2,8,1,1999.0,2,672,11.84939770159144,7.502186486602924,8.939843124278502,2,1,2,2,3
RL,7,2004,2005,109.0,1473,1484,2,7,0,2004.0,2,606,12.269047444691562,7.302496423727326,9.035986984831405,3,2,3,2,3
RM,4,1930,1950,0.0,0,372,2,7,0,1978.5061638868744,0,0,10.915088464214607,6.9957661563048505,8.630521876723241,2,1,1,1,1
RL,7,1971,2002,351.0,1643,1824,2,5,2,1971.0,2,739,12.618182296357007,7.508787170634276,11.653982220886329,3,2,2,2,3
RL,8,2006,2006,176.0,1324,1324,2,6,1,2006.0,2,550,12.445089546000673,7.188412736496954,8.738735461363474,3,3,3,2,3
RL,7,2007,2007,0.0,728,728,2,8,1,2007.0,2,400,12.09815330331068,7.283448228756631,9.106977858981029,3,2,3,2,3
RL,5,1966,1966,41.0,876,904,1,6,0,1966.0,1,408,11.607326140391713,6.806829360392176,8.876544550558378,3,1,2,1,2
RL,3,1935,2003,0.0,270,729,1,5,0,1978.5061638868744,0,0,10.858998997563564,6.591673732008658,8.326032685955079,3,1,3,1,2
C (all),4,1900,1950,0.0,859,859,1,7,0,1964.0,1,384,11.540307141711446,7.071573364211532,9.072456664612796,1,1,2,1,2
RL,8,1988,1989,0.0,1228,1228,2,5,1,1988.0,2,472,12.14950229404178,7.113142108707088,8.449128460502108,3,3,3,2,3
RL,4,1970,1970,160.0,960,960,1,6,0,1970.0,2,576,11.76756768334381,6.866933284461882,9.19755903761145,3,1,2,1,2
RL,6,1976,2005,289.0,725,725,2,6,0,1976.0,2,475,11.779128505744886,7.2991214627108,9.511703431483827,3,1,3,1,3
RL,6,1974,1974,174.0,1064,1350,2,7,1,1974.0,2,478,12.013700752882718,7.2078598714324755,9.224243277145174,3,2,2,2,2
RM,7,1890,1998,0.0,718,1576,1,8,0,1996.0,2,704,11.979799201207037,7.845416036592485,9.287301413112312,2,1,2,1,2
RL,5,1973,2000,0.0,1176,1178,1,5,1,1973.0,2,439,11.964001084330445,7.071573364211532,9.210340371976184,3,2,2,2,3
RL,7,1993,1994,651.0,1311,1325,2,9,1,1993.0,3,983,12.739637756265655,7.790696031174738,9.263122557415151,3,3,3,2,3
RL,5,1969,1969,0.0,971,971,1,5,1,1969.0,1,300,11.763684183317412,6.878326468291325,9.20230820027892,3,2,2,2,2
RL,8,1985,1985,0.0,1742,1742,2,5,1,1985.0,2,564,12.524526376648708,7.462789157412448,8.789203094473724,3,3,3,2,3
RM,6,2004,2004,169.0,848,848,1,3,0,2004.0,2,420,11.870599909242044,6.742880635791903,8.395251520610994,2,2,3,2,3
RL,4,1970,1970,0.0,864,864,1,5,0,1994.0,2,463,11.732060994886899,6.761572768804055,9.002085433155724,3,1,2,1,2
RL,4,1954,1972,0.0,941,997,2,7,0,1958.0,1,548,11.813030057420567,7.293017679772782,9.008468955937513,3,1,2,1,2
RL,9,2007,2008,340.0,1698,1698,2,8,1,2007.0,3,768,12.676076274775909,7.437206366871292,9.494466128225186,3,1,4,3,4
RL,4,1970,1970,0.0,864,864,1,5,0,1989.0,2,660,11.699405031912846,6.761572768804055,8.847934753328465,3,1,2,1,3
RL,6,1988,2007,260.0,880,1680,2,5,1,1988.0,2,540,12.310432660854417,7.426549072397305,9.98483709823245,3,2,3,2,3
RL,7,2007,2007,82.0,1232,1232,2,6,0,2007.0,2,632,12.178187442040638,7.116394144093465,8.897545598709327,3,2,3,2,3
RL,5,1958,1958,95.0,1584,1776,2,9,0,1968.0,3,888,11.608235644774552,7.4821189235521155,9.347926034928745,3,1,2,1,2
RM,4,1925,1950,0.0,780,848,1,5,0,1962.0,2,539,11.542484267211773,7.0967213784947605,8.738735461363474,2,1,2,1,2
RL,8,1995,1996,0.0,1595,1616,2,5,1,1995.0,2,608,12.373703486914124,7.38770923908104,8.592115117933497,3,3,3,2,3
RL,7,2003,2003,442.0,868,1146,2,6,1,2003.0,2,438,12.141534124392603,7.044032897274685,9.168476167877484,3,2,3,3,3
RL,7,1998,1999,202.0,1153,1153,2,8,1,1998.0,2,541,12.312682380588432,7.616283561580385,9.341719450032562,3,2,3,2,3
RL,5,1961,1983,0.0,864,1144,1,6,1,1961.0,1,264,11.786001385032646,7.042286171939743,9.210340371976184,3,1,2,1,2
RL,5,1968,1968,0.0,948,948,1,6,0,1968.0,1,300,11.589886506106357,6.854354502255021,9.102532419341877,3,1,2,1,2
RM,7,1914,1970,0.0,880,880,1,6,2,1914.0,2,320,12.0015054797889,7.477604243197589,9.287301413112312,2,1,2,2,2
RL,3,1950,1950,0.0,0,1040,2,6,0,1949.0,2,400,11.44571671527678,6.946975992135418,9.052984561199976,3,1,2,1,2
RL,8,2005,2005,0.0,893,901,2,8,1,2005.0,3,800,12.387977448827787,7.496097345175956,9.255600503381046,3,2,3,2,3
RL,5,1987,1988,0.0,1200,1200,3,5,0,1978.5061638868744,0,0,12.095141084822892,7.090076835776092,9.287301413112312,3,1,2,2,2
RL,7,2004,2004,0.0,864,864,2,7,0,2004.0,2,572,12.154779351142624,7.454719949364001,9.139166552521658,3,2,3,2,3
RM,5,1910,2002,0.0,264,768,2,7,0,1910.0,2,360,11.790557201568507,7.266827347520591,9.169518377455928,2,1,2,1,2
RL,6,1961,1996,0.0,912,912,1,5,0,1962.0,1,288,11.863582336583399,6.815639990074331,8.81996090128606,3,1,2,1,3
RL,7,2000,2001,108.0,1349,1349,2,6,0,2000.0,2,539,12.095141084822892,7.207118856207756,9.041921720351219,3,1,2,2,2
RL,5,1963,1999,0.0,520,1464,2,6,1,1997.0,2,480,12.072541252905651,7.288927694521257,9.463896729698588,3,1,2,2,2
RL,8,1993,1993,0.0,1337,1337,2,5,1,1993.0,2,462,12.100712129872347,7.198183577101943,8.593227877692234,3,3,3,2,3
RL,8,1976,1996,289.0,1142,1175,3,11,2,1994.0,2,831,12.610870864650634,7.906547232368036,9.100860271357362,3,2,4,1,3
RL,7,2000,2000,0.0,952,980,2,8,1,2000.0,2,554,12.371587084007746,7.721348612617949,9.081938657171658,3,2,3,2,3
RM,7,1880,2003,0.0,1240,1320,1,8,1,1950.0,4,864,12.491172637278908,7.878534196140362,9.367344120785848,2,1,3,1,3
RL,7,1996,1996,338.0,1720,1720,2,7,1,1996.0,2,527,12.46997418931655,7.450079569807499,9.267948684596496,3,3,3,2,3
RL,4,1945,1950,0.0,0,1088,2,9,0,1945.0,1,240,11.49272275765271,7.332369205929062,9.036582045842716,3,1,2,1,2
RM,4,1910,2004,0.0,576,792,1,7,0,1978.5061638868744,0,0,11.477298287327077,7.038783541388542,9.082507000466299,2,1,2,1,2
RL,7,2003,2003,0.0,660,660,2,6,0,2003.0,2,400,11.99535161421452,7.1853870155804165,8.955448122347393,3,2,3,2,3
RL,6,1997,1997,0.0,1479,1494,2,6,0,1997.0,2,576,12.287652632522597,7.309212365692763,9.130864170474386,3,2,2,2,3
RL,8,2005,2005,178.0,1030,1038,2,8,1,2005.0,3,878,12.526342907575106,7.6487397889562425,9.234056898593499,3,3,3,2,4
RL,6,1969,2005,0.0,1026,1026,1,5,0,1969.0,2,440,11.957611286231675,6.933423025730715,8.978408314628894,3,1,2,1,3
FV,6,1999,1999,894.0,729,742,2,6,0,1999.0,2,440,12.058152515453552,7.293697720601438,8.080237416216702,3,2,2,2,2
RL,8,2007,2007,0.0,866,866,2,7,0,2007.0,2,578,12.26434155365415,7.477604243197589,9.284426915328881,3,2,3,2,3
RL,6,1978,1978,328.0,672,672,2,6,1,1978.0,2,440,11.976030352524807,7.234177179749849,9.360138737064577,3,1,2,1,2
FV,7,1999,1999,360.0,744,757,2,6,0,1999.0,2,440,12.097373228606832,7.313886831633462,7.731930721948486,3,2,2,2,2
RL,8,1995,1995,513.0,1318,1328,2,9,1,1995.0,3,752,12.577636201962656,7.836369760545124,9.413852481341165,3,3,3,2,3
RL,6,1959,1959,0.0,864,864,1,5,0,2008.0,1,300,11.755871643580617,6.761572768804055,9.116029692504942,3,1,2,1,2
RM,5,1924,1950,0.0,1145,1301,1,5,0,1965.0,2,440,11.512925464970229,7.170888478512505,8.840869624091395,2,1,2,1,1
FV,7,2009,2009,0.0,756,764,2,7,0,2009.0,2,614,12.279323107269766,7.344072850573066,9.064157861798101,3,2,2,2,3
RL,8,1999,1999,673.0,1252,1268,2,8,1,1999.0,3,856,12.727838209334498,7.768533300926033,9.151651375627504,3,3,3,2,3
RL,8,1995,1996,0.0,1494,1494,1,6,1,1995.0,2,481,12.506177237980511,7.309212365692763,9.164191715950203,3,2,3,2,4
RL,9,2008,2008,284.0,1498,1506,2,6,1,2008.0,2,592,12.484204257170104,7.317212408359839,9.587886000086213,3,2,3,2,4
RL,7,1988,1988,42.0,980,980,2,7,1,1988.0,2,496,12.188417710291453,7.446585099157725,9.251578279992428,3,2,2,2,2
RL,6,1940,1985,0.0,983,983,2,7,0,1989.0,1,423,11.982929094215963,7.4673710669175595,9.434123718577732,3,1,2,2,2
RL,7,2004,2005,0.0,1860,1836,2,8,1,2004.0,2,484,12.28690119819279,7.515344571180436,9.116029692504942,3,2,3,2,3
RL,8,2003,2003,603.0,1650,1690,3,12,1,2003.0,3,841,13.195613839143922,8.095293776844649,10.887511696444374,3,3,4,2,4
RL,5,1982,1982,0.0,858,858,1,5,0,1983.0,2,576,11.812289042195847,6.754604099487962,8.889032571874742,3,1,2,2,2
RL,4,1951,1951,0.0,836,1220,1,6,0,1951.0,2,396,11.532728092266408,7.106606137727303,9.09121894106832,3,1,2,1,2
RL,6,1976,1976,0.0,1029,1117,1,6,1,1976.0,2,672,11.580584113444043,7.018401799069201,8.964311948124514,3,1,2,1,2
RL,5,1958,1958,1.0,912,912,1,5,0,1958.0,1,275,11.648330101976432,6.815639990074331,9.225228984469933,3,1,2,1,2
RL,8,2006,2006,375.0,1935,1973,2,9,1,2006.0,3,895,12.886641043883259,7.587310506022615,9.56282655529346,3,3,3,2,3
RM,6,1998,1998,320.0,1204,1204,2,5,0,1998.0,2,412,11.99535161421452,7.093404625868766,8.411832675758411,2,1,2,3,2
RL,7,2005,2006,240.0,1614,1614,2,7,0,2005.0,3,865,12.308177868467327,7.3864708488298945,9.324561516066206,3,2,3,2,3
RL,5,1974,1974,0.0,864,894,1,5,1,1974.0,2,440,11.867097278690842,6.795705775173514,9.499271663828395,3,1,2,1,2
RH,5,1977,1977,320.0,0,2020,2,10,2,1977.0,2,630,11.877568578558138,7.61085279039525,9.035986984831405,2,1,2,1,2
RL,6,1977,1977,90.0,975,1004,1,4,0,1977.0,2,504,11.813030057420567,6.911747300251674,9.261983605128021,3,1,2,2,2
RL,7,1995,1996,38.0,1237,1253,2,6,1,1995.0,2,402,12.078239274020289,7.133295954896068,8.971448463693834,3,2,2,2,2
RL,6,1992,1992,0.0,761,810,2,7,0,1992.0,2,484,12.077670930725649,7.3796321526095525,8.875287128108384,3,1,3,2,3
RL,7,2001,2002,0.0,1413,1430,2,6,0,2001.0,2,605,12.139398512262181,7.265429723253953,9.697999717710333,3,2,3,2,3
RL,5,1978,1978,104.0,1097,1110,1,4,1,1978.0,2,602,12.016726473799254,7.01211529430638,9.116139576577355,3,1,2,2,3
RM,6,1914,2001,0.0,742,742,2,9,1,1978.5061638868744,0,0,11.759785542901755,7.302496423727326,8.748304912379623,2,1,2,1,2
RL,6,1967,1967,0.0,1372,1342,2,7,1,1967.0,2,457,11.992260421644849,7.201916317531627,9.189116735524555,3,2,2,1,2
RM,5,1915,1950,0.0,686,966,2,7,0,1961.0,1,416,11.842229212112828,7.409741954080923,9.287301413112312,2,1,2,1,2
RL,7,2004,2004,0.0,956,956,2,8,0,2004.0,2,618,12.358793732547838,7.642044402873258,9.224440496354964,3,1,3,2,3
RM,4,1954,2000,0.0,901,901,1,4,0,1954.0,1,281,11.588960151246226,6.803505257608338,8.699514748210191,2,1,2,1,2
RL,6,1966,2007,157.0,832,976,2,9,0,1966.0,2,444,12.141534124392603,7.643482907077201,9.40960098282706,3,2,2,1,3
RL,7,2005,2006,11.0,1145,1145,2,5,1,2005.0,2,397,11.984178313616395,7.0431599159883405,8.065265208897733,3,2,3,2,3
RL,6,1976,1976,0.0,1029,1062,1,5,2,1976.0,2,539,11.896826395162552,6.967909201801884,9.335474102732949,3,1,2,2,2
RL,7,1996,1997,0.0,1117,1127,2,8,1,1997.0,2,455,12.50539915757667,7.607381425639791,9.20230820027892,3,3,3,2,2
RL,8,2007,2007,140.0,1496,1496,2,7,0,2007.0,2,474,12.323855681186558,7.310550158534422,9.12238309321704,3,2,3,2,3
